chr	pos1	pos2	chr2	pos3	pos4	length	width	total	Mean	maxpixel	num	start	end	x	y	h	w	medpixel	region_idx	region_start	region_end	pvalue	Stripiness
chr19	289500	294500	chr19	267501	317001	49500	5000	7677	7.754545454545455	95.0%	0	535	634	0	0	99	10	2.0	0	289500	295000	0.4546695318571205	0.8207184092366901
chr19	403000	408000	chr19	382001	430001	48000	5000	5723	5.961458333333334	95.0%	0	762	861	0	2	96	10	2.0	1	403000	408500	0.4613126300687608	0.8054107369310977
chr19	493000	498000	chr19	472501	516001	43500	5000	5032	5.783908045977012	95.0%	0	942	1041	0	3	87	10	2.0	2	493000	498500	0.43140335880239694	0.7627709564953767
chr19	547500	552500	chr19	525501	574501	49000	5000	6788	6.926530612244898	95.0%	0	1051	1150	0	0	98	10	3.0	3	547500	553000	0.608689595932305	0.7687074829931972
chr19	553500	558500	chr19	531501	581001	49500	5000	8232	8.315151515151516	95.0%	0	1063	1162	0	0	99	10	3.0	4	553500	559000	0.2870858686282535	0.8037437847323778
chr19	585500	590500	chr19	565001	611001	46000	5000	6957	7.56195652173913	95.0%	0	1127	1226	0	3	92	10	2.0	5	585500	591000	0.08488120588047778	0.7331570597567425
chr19	631000	636000	chr19	609001	658001	49000	5000	10045	10.25	95.0%	0	1218	1317	0	0	98	10	3.0	6	631000	636500	0.11657407131630138	0.759748618157038
chr19	678000	683000	chr19	656001	705501	49500	5000	9737	9.835353535353535	95.0%	0	1312	1411	0	0	99	10	3.0	7	678000	683500	0.4316306264910841	0.7516036788005256
chr19	701500	706500	chr19	679501	729001	49500	5000	9417	9.512121212121212	95.0%	0	1359	1458	0	0	99	10	3.0	8	701500	707000	0.05667620299727128	0.755192045545666
chr19	780000	785000	chr19	758001	807501	49500	5000	9633	9.73030303030303	95.0%	0	1516	1615	0	0	99	10	3.0	9	780000	785500	0.00010676619245002659	0.7674474187380497
chr19	898000	903000	chr19	876501	925501	49000	5000	9817	10.01734693877551	95.0%	0	1752	1851	0	1	98	10	3.0	10	898000	903500	0.2674105213414964	0.7905459816395555
chr19	919000	924000	chr19	897001	946501	49500	5000	5538	5.593939393939394	95.0%	0	1794	1893	0	0	99	10	2.0	11	919000	924500	0.857161159312597	0.581992216261702
chr19	989000	994000	chr19	970001	1016501	46500	5000	8254	8.8752688172043	95.0%	0	1934	2033	0	6	93	10	2.0	12	989000	994500	0.5466723139345258	0.705108491371946
chr19	1062500	1067500	chr19	1040501	1090001	49500	5000	11248	11.361616161616162	95.0%	0	2081	2180	0	0	99	10	3.0	13	1062500	1068000	0.06503744326676968	0.7539491298527443
chr19	1092500	1097500	chr19	1070501	1119501	49000	5000	8508	8.681632653061225	95.0%	0	2141	2240	0	0	98	10	3.0	14	1092500	1098000	0.36245020672660205	0.7606616003576219
chr19	1101000	1106000	chr19	1079001	1128501	49500	5000	7975	8.055555555555555	95.0%	0	2158	2257	0	0	99	10	2.0	15	1101000	1106500	0.15400489526157107	0.6763035184400169
chr19	1178000	1183000	chr19	1160001	1202501	42500	5000	10429	12.269411764705882	95.0%	0	2312	2411	0	8	85	10	3.0	16	1178000	1183500	0.5213738362627403	0.7746689608737937
chr19	1181000	1186000	chr19	1160501	1204501	44000	5000	10345	11.755681818181818	95.0%	0	2318	2417	0	3	88	10	3.0	17	1181000	1186500	0.03129557351856832	0.7666068222621185
chr19	1203000	1208000	chr19	1181001	1227501	46500	5000	7177	7.7172043010752684	95.0%	0	2362	2461	0	0	93	10	3.0	18	1203000	1208500	0.2285520579501495	0.6871271887627477
chr19	1211000	1216000	chr19	1189001	1234501	45500	5000	10006	10.995604395604396	95.0%	0	2378	2477	0	0	91	10	3.0	19	1211000	1216500	0.2642747395754392	0.7807431900488112
chr19	1381000	1386000	chr19	1359001	1408501	49500	5000	8042	8.123232323232324	95.0%	0	2718	2817	0	0	99	10	3.0	20	1381000	1386500	0.11292510289040641	0.701551063088184
chr19	1404500	1409500	chr19	1382501	1430501	48000	5000	6967	7.257291666666667	95.0%	0	2765	2864	0	0	96	10	2.0	21	1404500	1410000	0.8482236930801669	0.7166220942192965
chr19	1435500	1440500	chr19	1413501	1463001	49500	5000	8125	8.207070707070708	95.0%	0	2827	2926	0	0	99	10	2.5	22	1435500	1441000	0.1149566076933994	0.7738004569687738
chr19	1476500	1481500	chr19	1454501	1504001	49500	5000	8800	8.88888888888889	95.0%	0	2909	3008	0	0	99	10	3.0	23	1476500	1482000	0.19226209334625827	0.7604635074368731
chr19	1505500	1510500	chr19	1483501	1533001	49500	5000	11349	11.463636363636365	95.0%	0	2967	3066	0	0	99	10	3.0	24	1505500	1511000	0.049553536303639685	0.7756440921205494
chr19	1540000	1545000	chr19	1518001	1567001	49000	5000	7959	8.12142857142857	95.0%	0	3036	3135	0	0	98	10	3.0	25	1540000	1545500	0.14524220282251638	0.7188403179190751
chr19	1574000	1579000	chr19	1552001	1601501	49500	5000	10530	10.636363636363637	95.0%	0	3104	3203	0	0	99	10	3.0	26	1574000	1579500	0.036239663393242916	0.8220332371069673
chr19	1650500	1655500	chr19	1628501	1678001	49500	5000	8493	8.578787878787878	95.0%	0	3257	3356	0	0	99	10	3.0	27	1650500	1656000	0.07602526213362076	0.6910231345715216
chr19	1793500	1798500	chr19	1772001	1815501	43500	5000	9075	10.431034482758621	95.0%	0	3543	3642	0	1	87	10	3.0	28	1793500	1799000	0.017821333251783544	0.7249281379750878
chr19	1809500	1814500	chr19	1789001	1837001	48000	5000	12104	12.608333333333333	95.0%	0	3575	3674	0	3	96	10	3.0	29	1809500	1815000	1.3186062120900953e-05	0.7091633466135459
chr19	1835000	1840000	chr19	1813001	1862501	49500	5000	10384	10.488888888888889	95.0%	0	3626	3725	0	0	99	10	3.0	30	1835000	1840500	0.6124375832125655	0.8059065188745058
chr19	1846000	1851000	chr19	1824001	1872001	48000	5000	8326	8.672916666666667	95.0%	0	3648	3747	0	0	96	10	3.0	31	1846000	1851500	0.38779799399299575	0.756359011627907
chr19	1861500	1866500	chr19	1839501	1889001	49500	5000	9276	9.369696969696971	95.0%	0	3679	3778	0	0	99	10	3.0	32	1861500	1867000	0.9910524983244222	0.7616699539776463
chr19	1927000	1932000	chr19	1905001	1954501	49500	5000	8222	8.305050505050506	95.0%	0	3810	3909	0	0	99	10	3.0	33	1927000	1932500	0.355298074793621	0.7412177985948478
chr19	2030000	2035000	chr19	2008001	2057501	49500	5000	9582	9.678787878787878	95.0%	0	4016	4115	0	0	99	10	3.0	34	2030000	2035500	0.21515681898225317	0.7710717163577759
chr19	2039500	2044500	chr19	2017501	2067001	49500	5000	11583	11.7	95.0%	0	4035	4134	0	0	99	10	3.0	35	2039500	2045000	0.02825093536964309	0.8344499675815863
chr19	2059000	2064000	chr19	2037001	2086501	49500	5000	12675	12.803030303030303	95.0%	0	4074	4173	0	0	99	10	3.0	36	2059000	2064500	0.13599844709089542	0.7906889665501747
chr19	2149000	2154000	chr19	2127001	2176001	49000	5000	7204	7.351020408163265	95.0%	0	4254	4353	0	0	98	10	2.0	37	2149000	2154500	0.648841932621751	0.6810867095797046
chr19	2266500	2271500	chr19	2244501	2293501	49000	5000	6886	7.026530612244898	95.0%	0	4489	4588	0	0	98	10	2.0	38	2266500	2272000	0.5238777308805987	0.7045873438459963
chr19	2271000	2276000	chr19	2249001	2298001	49000	5000	6953	7.094897959183673	95.0%	0	4498	4597	0	0	98	10	2.0	39	2271000	2276500	0.2518593190689874	0.6832072319937114
chr19	2303000	2308000	chr19	2281001	2330501	49500	5000	8063	8.144444444444444	95.0%	0	4562	4661	0	0	99	10	3.0	40	2303000	2308500	0.11069875945624759	0.7570128529880852
chr19	2315500	2320500	chr19	2293501	2343001	49500	5000	8792	8.88080808080808	95.0%	0	4587	4686	0	0	99	10	3.0	41	2315500	2321000	0.06376874273510412	0.7626560332871013
chr19	2382500	2387500	chr19	2360501	2409501	49000	5000	6357	6.486734693877551	95.0%	0	4721	4820	0	0	98	10	2.0	42	2382500	2388000	0.2928736026767042	0.6779353737869255
chr19	2493000	2498000	chr19	2471001	2520501	49500	5000	9915	10.015151515151516	95.0%	0	4942	5041	0	0	99	10	3.0	43	2493000	2498500	0.10222932594261329	0.767187983895943
chr19	2541000	2546000	chr19	2519001	2568501	49500	5000	9182	9.274747474747475	95.0%	0	5038	5137	0	0	99	10	3.0	44	2541000	2546500	0.26381118107815893	0.7673039993320531
chr19	2576500	2581500	chr19	2554501	2604001	49500	5000	7977	8.057575757575759	95.0%	0	5109	5208	0	0	99	10	3.0	45	2576500	2582000	0.005451722563868184	0.6887085635359116
chr19	2608500	2613500	chr19	2586501	2636001	49500	5000	6775	6.843434343434343	95.0%	0	5173	5272	0	0	99	10	2.0	46	2608500	2614000	0.18961970329114392	0.6533937524103355
