chr	pos1	pos2	chr2	pos3	pos4	length	width	total	Mean	maxpixel	num	start	end	x	y	h	w	medpixel	region_idx	region_start	region_end	pvalue	Stripiness
chr19	243501.0	245500.0	chr19	243501.0	275000.0	31500.0	2000.0	808.0	3.2063492063492065	95.0%	0.0	485.0	684.0	2.0	2.0	63.0	4.0	2.0	0	267000	317500	0.010436608945519062	0.3901345291479821
chr19	243501.0	246000.0	chr19	243501.0	276000.0	32500.0	2500.0	870.0	2.676923076923077	95.0%	0.0	485.0	684.0	2.0	2.0	65.0	5.0	2.0	0	267000	317500	0.006373522022064291	0.4887640449438202
chr19	243501.0	246000.0	chr19	243501.0	277000.0	33500.0	2500.0	885.0	2.6417910447761193	95.0%	0.0	485.0	684.0	2.0	2.0	67.0	5.0	2.0	0	267000	317500	0.007349532380968718	0.4887640449438202
chr19	246501.0	249000.0	chr19	246501.0	288500.0	42000.0	2500.0	2251.0	5.359523809523809	95.0%	0.0	485.0	684.0	8.0	8.0	84.0	5.0	2.0	0	267000	317500	0.013177225176078935	0.5857461024498887
chr19	369001.0	371000.0	chr19	369001.0	406000.0	37000.0	2000.0	263.0	0.8885135135135135	95.0%	0.0	712.0	911.0	26.0	26.0	74.0	4.0	2.0	1	380500	431000	0.013757525257438735	0.5671641791044776
chr19	371501.0	373000.0	chr19	371501.0	406000.0	34500.0	1500.0	1159.0	5.599033816425121	95.0%	0.0	712.0	911.0	31.0	31.0	69.0	3.0	2.0	1	380500	431000	0.009767920320444797	0.5285510349750179
chr19	372501.0	374500.0	chr19	372501.0	406000.0	33500.0	2000.0	2243.0	8.369402985074627	95.0%	0.0	712.0	911.0	33.0	33.0	67.0	4.0	2.0	1	380500	431000	0.012196390804613036	0.5857843137254902
chr19	375001.0	377500.0	chr19	375001.0	406000.0	31000.0	2500.0	1513.0	4.880645161290323	95.0%	0.0	712.0	911.0	38.0	38.0	62.0	5.0	2.0	1	380500	431000	0.005371363583442218	0.4591061112800243
chr19	377001.0	379000.0	chr19	377001.0	406000.0	29000.0	2000.0	2430.0	10.474137931034482	95.0%	0.0	712.0	911.0	42.0	42.0	58.0	4.0	2.0	1	380500	431000	0.008708932577566934	0.6026001405481377
chr19	378501.0	382000.0	chr19	378501.0	404000.0	25500.0	3500.0	1515.0	4.243697478991597	95.0%	0.0	712.0	911.0	45.0	45.0	51.0	7.0	2.0	1	380500	431000	0.0061849775887946575	0.5585706095929677
