chr	pos1	pos2	chr2	pos3	pos4	length	width	total	Mean	maxpixel	num	start	end	x	y	h	w	medpixel	region_idx	region_start	region_end	pvalue	Stripiness
chr19	375001.0	377500.0	chr19	375001.0	406000.0	31000.0	2500.0	1513.0	4.880645161290323	95.0%	0.0	712.0	911.0	38.0	38.0	62.0	5.0	2.0	0	380500	431000	0.005371363583442218	0.4591061112800243
chr19	368501.0	371000.0	chr19	368501.0	402000.0	33500.0	2500.0	523.0	1.5611940298507463	95.0%	0.0	712.0	911.0	25.0	25.0	67.0	5.0	2.0	0	380500	431000	0.007349532380968718	0.5819855685493904
chr19	378501.0	382000.0	chr19	378501.0	400000.0	21500.0	3500.0	447.0	1.4850498338870433	95.0%	0.0	712.0	911.0	45.0	45.0	43.0	7.0	2.0	0	380500	431000	0.005372254083276413	0.5517966360856269
chr19	365501.0	368000.0	chr19	365501.0	393000.0	27500.0	2500.0	2004.0	7.287272727272727	95.0%	0.0	712.0	911.0	19.0	19.0	55.0	5.0	2.0	0	380500	431000	0.003729419187992613	0.5748160261651676
chr19	371501.0	373500.0	chr19	371501.0	402000.0	30500.0	2000.0	1664.0	6.819672131147541	95.0%	0.0	712.0	911.0	31.0	31.0	61.0	4.0	2.0	0	380500	431000	0.009091400698561283	0.5569280343716434
chr19	448001.0	451000.0	chr19	448001.0	473000.0	25000.0	3000.0	915.0	3.0500000000000003	95.0%	0.0	892.0	1091.0	4.0	4.0	50.0	6.0	2.0	1	470500	521000	0.003115883735022107	0.5346171480972031
chr19	455001.0	457500.0	chr19	455001.0	487000.0	32000.0	2500.0	1345.0	4.203125	95.0%	0.0	892.0	1091.0	18.0	18.0	64.0	5.0	2.0	1	470500	521000	0.005387062068051294	0.5733463509885282
chr19	481501.0	484000.0	chr19	481501.0	504500.0	23000.0	2500.0	923.0	4.01304347826087	95.0%	0.0	916.0	1115.0	47.0	47.0	46.0	5.0	2.0	2	482500	533000	0.002810229052844996	0.6501925545571245
chr19	471001.0	473500.0	chr19	471001.0	507000.0	36000.0	2500.0	2050.0	5.694444444444445	95.0%	0.0	916.0	1115.0	26.0	26.0	72.0	5.0	2.0	2	482500	533000	0.007477425621306669	0.5430690245293782
chr19	503001.0	506500.0	chr19	503001.0	544500.0	41500.0	3500.0	6240.0	10.740103270223752	95.0%	0.0	1001.0	1200.0	5.0	5.0	83.0	7.0	2.0	4	525000	575500	0.6852141290617153	0.6439675566069618
chr19	507001.0	509000.0	chr19	507001.0	545000.0	38000.0	2000.0	3107.0	10.220394736842104	95.0%	0.0	1001.0	1200.0	13.0	13.0	76.0	4.0	2.0	4	525000	575500	6.21350627066996e-30	0.6439367311072056
chr19	515001.0	517500.0	chr19	515001.0	547000.0	32000.0	2500.0	2463.0	7.696875	95.0%	0.0	1001.0	1200.0	29.0	29.0	64.0	5.0	2.0	4	525000	575500	0.8435116884538673	0.5278936392075079
chr19	814001.0	816000.0	chr19	814001.0	850000.0	36000.0	2000.0	3031.0	10.524305555555555	95.0%	0.0	1625.0	1824.0	3.0	3.0	72.0	4.0	2.0	5	837000	887500	0.3073516959154411	0.6234265734265734
chr19	832001.0	835000.0	chr19	832001.0	857000.0	25000.0	3000.0	1165.0	3.8833333333333333	95.0%	0.0	1625.0	1824.0	39.0	39.0	50.0	6.0	2.0	5	837000	887500	0.002698255449782938	0.5333817126269956
chr19	893501.0	897000.0	chr19	893501.0	924500.0	31000.0	3500.0	2748.0	6.331797235023041	95.0%	0.0	1752.0	1951.0	35.0	35.0	62.0	7.0	2.0	6	900500	951000	0.30341637561706125	0.633940353655318
chr19	885001.0	888000.0	chr19	885001.0	917500.0	32500.0	3000.0	3580.0	9.17948717948718	95.0%	0.0	1752.0	1951.0	18.0	18.0	65.0	6.0	2.0	6	900500	951000	0.6930646100619379	0.6692622950819672
chr19	888001.0	889500.0	chr19	888001.0	917000.0	29000.0	1500.0	1830.0	10.517241379310345	95.0%	0.0	1752.0	1951.0	24.0	24.0	58.0	3.0	2.0	6	900500	951000	0.17662870828981886	0.4619062798852407
chr19	1278001.0	1280000.0	chr19	1278001.0	1309000.0	31000.0	2000.0	3439.0	13.866935483870968	95.0%	0.0	2532.0	2731.0	24.0	24.0	62.0	4.0	2.0	7	1290500	1341000	0.02207084369352864	0.4940591323570047
chr19	1872501.0	1874500.0	chr19	1872501.0	1902000.0	29500.0	2000.0	2865.0	12.139830508474576	95.0%	0.0	3711.0	3910.0	34.0	34.0	59.0	4.0	2.0	8	1880000	1930500	0.019490165682197746	0.5549855722988137
chr19	3011501.0	3014500.0	chr19	3011501.0	3048500.0	37000.0	3000.0	5396.0	12.153153153153154	95.0%	0.0	6014.0	6213.0	9.0	9.0	74.0	6.0	2.0	9	3031500	3082000	0.2317172016344076	0.5594653037153529
chr19	3021501.0	3024000.0	chr19	3021501.0	3042000.0	20500.0	2500.0	372.0	1.8146341463414632	95.0%	0.0	6014.0	6213.0	29.0	29.0	41.0	5.0	2.0	9	3031500	3082000	0.6178156570969336	0.5226521944313355
chr19	3249501.0	3251500.0	chr19	3249501.0	3273500.0	24000.0	2000.0	1118.0	5.822916666666667	95.0%	0.0	6454.0	6653.0	45.0	45.0	48.0	4.0	2.0	10	3251500	3302000	0.07243680325478875	0.46415270018621974
chr19	4141001.0	4143500.0	chr19	4141001.0	4172500.0	31500.0	2500.0	2274.0	7.219047619047619	95.0%	0.0	8266.0	8465.0	16.0	16.0	63.0	5.0	2.0	12	4157500	4208000	0.844822812869507	0.6380932022231723
chr19	4155501.0	4158000.0	chr19	4155501.0	4180000.0	24500.0	2500.0	933.0	3.808163265306123	95.0%	0.0	8266.0	8465.0	45.0	45.0	49.0	5.0	2.0	12	4157500	4208000	0.20598057692873284	0.5431297709923664
chr19	4148001.0	4150000.0	chr19	4148001.0	4181500.0	33500.0	2000.0	3631.0	13.548507462686567	95.0%	0.0	8266.0	8465.0	30.0	30.0	67.0	4.0	2.0	12	4157500	4208000	0.7693790512731156	0.6567751161959242
chr19	4787001.0	4788500.0	chr19	4787001.0	4816000.0	29000.0	1500.0	2006.0	11.528735632183908	95.0%	0.0	9564.0	9763.0	10.0	10.0	58.0	3.0	2.0	13	4806500	4857000	0.1278190350053452	0.4454939000393546
chr19	4797501.0	4799500.0	chr19	4797501.0	4828500.0	31000.0	2000.0	2347.0	9.463709677419354	95.0%	0.0	9564.0	9763.0	31.0	31.0	62.0	4.0	2.0	13	4806500	4857000	0.2794043054089692	0.5247555012224939
chr19	5942001.0	5944000.0	chr19	5942001.0	5977500.0	35500.0	2000.0	1823.0	6.419014084507042	95.0%	0.0	11857.0	12056.0	27.0	27.0	71.0	4.0	2.0	14	5953000	6003500	0.12350474665013726	0.5646481178396072
